time,FLOW,SALT,TEMP,OGM_doc,OGM_poc,OGM_don,NIT_nit,NIT_amm,OGM_pon,PHS_frp,OGM_dop,OGM_pop
2008-02-06,1.91433914143562,0,2.1956489325554,125,12.5,24.07215046384,6.01803761596001,6.01803761596001,24.07215046384,0.187837017227225,0.0509057827612971,0.116001330752224
2008-02-07,1.91433914143561,0,0.957981609833715,125,12.5,29.6586994220929,7.41467485552323,7.41467485552323,29.6586994220929,0.1919198787344041,0.0520122806390688,0.118522757971955
2008-02-08,1.91433914143561,0,0.962637599228417,125,12.5,15.6234260258737,3.90585650646844,3.90585650646844,15.6234260258737,0.16655506619150193,0.0451381529716346,0.102858369489369
2008-02-09,1.91433914143561,0,0.962637599228417,125,12.5,23.9327548444654,5.98318871111635,5.98318871111635,23.9327548444654,0.2409674664644384,0.0653046863789366,0.148812769657925
2008-02-10,1.91433914143561,0,0.962752995311033,125,12.5,14.9357146879452,3.73392867198629,3.73392867198629,14.9357146879452,0.19695195632910079,0.0533760259362153,0.12163038662817
2008-02-11,1.91433914143561,0,0.962210535085574,125,12.5,4.41834553882804,1.10458638470701,1.10458638470701,4.41834553882804,0.2327496242422529,0.0630775657767012,0.143737728285584
2008-02-12,1.91433914143561,0,0.962637599228417,125,12.5,11.3128470307589,2.82821175768972,2.82821175768972,11.3128470307589,0.2296681125325489,0.0622424440952234,0.141834698391206
2008-02-13,8.69681673551932,0,0.694149086569535,125,12.5,4.65781765196803,1.16445441299201,1.16445441299201,4.65781765196803,0.0466287662386091,0.0126368799910111,0.0287962352408407
2008-02-14,1.91433914143562,0,0.961347317909792,125,12.5,11.9776775665317,2.99441939163292,2.99441939163292,11.9776775665317,0.182913477984432,0.0495714524849215,0.112960731446476
2008-02-15,1.91433914143561,0,0.962637599228417,125,12.5,19.493897695749,4.87347442393726,4.87347442393726,19.493897695749,0.1801564401846732,0.0488242666034005,0.111258084873254
2008-02-16,1.91433914143561,0,0.962637599228417,125,12.5,13.3651303088792,3.34128257721981,3.34128257721981,13.3651303088792,0.2245817547415857,0.0608639883010718,0.13869354825401
2008-02-17,1.91433914143561,0,0.962637599228417,125,12.5,23.3126808371476,5.82817020928691,5.82817020928691,23.3126808371476,0.1832935066157238,0.049674444191419,0.113195423349087
2008-02-18,1.91433914143561,0,4.34857426911079,125,12.5,14.5573669662707,3.63934174156768,3.63934174156768,14.5573669662707,0.20510708822365128,0.0555861513882796,0.12666670037608
2008-02-19,19.6533861104492,0,1.57074009189165,125,12.5,2.16798739296047,0.541996848240116,0.541996848240116,2.16798739296047,0.01835433012817259,0.00497421411405622,0.01133496874771
2008-02-20,1.93102397478216,0,0.96255581926871,125,12.5,25.6707439145342,6.41768597863355,6.41768597863355,25.6707439145342,0.0823751560260065,0.0223245229267836,0.0508719093871655
2008-02-21,1.93102397478216,0,0.962637599228417,125,12.5,20.6807661474825,5.17019153687062,5.17019153687062,20.6807661474825,0.2033182907446775,0.0551013686909561,0.125562003915977
2008-02-22,1.93102397478216,0,0.962637599228417,125,12.5,15.5752168050879,3.89380420127197,3.89380420127197,15.5752168050879,0.2114600409031664,0.0573078675535493,0.130590053588924
2008-02-23,1.93102397478216,0,0.962637599228417,125,12.5,30.6245076538662,7.65612691346656,7.65612691346656,30.6245076538662,0.2090380935842018,0.0566514946729613,0.129094346746051
2008-02-24,1.93102397478216,0,0.962637599228417,125,12.5,18.1027767084348,4.52569417710871,4.52569417710871,18.1027767084348,0.09678494397234769,0.0262297251369819,0.0597708719149343
2008-02-25,1.93102397478216,0,0.962636014019616,125,12.5,17.0755545108594,4.26888862771485,4.26888862771485,17.0755545108594,0.25345308851168913,0.0686884196438666,0.15652343709787
2008-02-26,1.93102397478216,0,0.962636014019616,125,12.5,26.9922074329126,6.74805185822816,6.74805185822816,26.9922074329126,0.221272833283649,0.0599672362156819,0.136650078345143
2008-02-27,1.93102397478216,0,0.962637599228417,125,12.5,46.8843190322055,11.7210797580514,11.7210797580514,46.8843190322055,0.1864493437189063,0.0505297088265591,0.115144353911392
2008-02-28,1.93102397478216,0,0.962637599228417,125,12.5,13.1938434231754,3.29846085579385,3.29846085579385,13.1938434231754,0.2107970506229609,0.0571281903010292,0.13018061483231
2008-02-29,1.91433914143561,0,0.962637599228417,125,12.5,12.0968080230333,3.02420200575833,3.02420200575833,12.0968080230333,0.15953007182339976,0.0432343065281545,0.0985199876983033
2008-03-01,1.91433914143561,0,0.962637599228417,125,12.5,21.4599867336513,5.36499668341282,5.36499668341282,21.4599867336513,0.1526997272809408,0.0413832122092824,0.094301814581431
2008-03-02,1.91433914143561,0,0.962637599228417,125,12.5,20.4093023084405,5.10232557711014,5.10232557711014,20.4093023084405,0.2273042465814018,0.0616018118686141,0.14037486049503
2008-03-03,1.91433914143561,0,0.96262800663065,125,12.5,24.3427761242192,6.08569403105479,6.08569403105479,24.3427761242192,0.18480081288211408,0.0500829398462385,0.114126281043345
2008-03-04,1.91433914143561,0,2.99009887313195,125,12.5,16.3958910002407,4.09897275006019,4.09897275006019,16.3958910002407,0.17598291567702282,0.0476931981107701,0.108680667471929
2008-03-05,1.91433914143561,0,2.14758245675634,125,12.5,15.3462167152596,3.8365541788149,3.8365541788149,15.3462167152596,0.1866392793938709,0.0505811833673664,0.115261651297065
2008-03-06,1.91433914143562,0,0.962635010776252,125,12.5,15.6410506306973,3.91026265767433,3.91026265767433,15.6410506306973,0.11019121379141593,0.029862963510988,0.0680500980354919
2008-03-07,1.91433914143561,0,1.47020795933491,125,12.5,32.9366721993875,8.23416804984687,8.23416804984687,32.9366721993875,0.17100551397333785,0.0463442705480152,0.105606804663421
2008-03-08,1.91433914143561,0,2.1150892642424,125,12.5,16.0083528973582,4.00208822433955,4.00208822433955,16.0083528973582,0.2187232345198071,0.0592762684675965,0.135075538598635
2008-03-09,20.4922514099295,0,0.649448721700348,125,12.5,1.53112017552088,0.382780043880219,0.382780043880219,1.53112017552088,0.01699703673679444,0.00460637350657224,0.0104967535654991
2008-03-10,1.93102397478216,0,0.96244215156828,125,12.5,28.108279562991,7.02706989074774,7.02706989074774,28.108279562991,0.1867492198146459,0.0506109783633647,0.115329546514427
2008-03-11,1.93102397478216,0,0.962637599228417,125,12.5,26.5163280425503,6.62908201063756,6.62908201063756,26.5163280425503,0.13729483609363846,0.0372083266844895,0.0847883123751084
2008-03-12,1.93102397478216,0,0.986019136771492,125,12.5,9.83693756136129,2.45923439034032,2.45923439034032,9.83693756136129,0.15724641234456005,0.042615411088658,0.0971096824110884
2008-03-13,1.93102397478216,0,0.962550091130994,125,12.5,8.25005970583998,2.06251492645999,2.06251492645999,8.25005970583998,0.15863076280374452,0.0429905844425633,0.0979646070572697
2008-03-14,1.93102397478216,0,2.18823387298159,125,12.5,20.7633597292108,5.1908399323027,5.1908399323027,20.7633597292108,0.15915322101612966,0.0431321760449755,0.0982872583045784
2008-03-15,1.93102397478216,0,2.64773376662828,125,12.5,27.9046672329196,6.97616680822989,6.97616680822989,27.9046672329196,0.26456019254427593,0.0716985602079389,0.163382781797882
2008-03-16,1.93102397478216,0,1.75524622352833,125,12.5,18.9769358619762,4.74423396549404,4.74423396549404,18.9769358619762,0.18553937865572,0.0502830988424851,0.114582392484269
2008-03-17,1.91433914143562,0,0.962494993652828,125,12.5,22.0790634987002,5.51976587467504,5.51976587467504,22.0790634987002,0.2078180415419268,0.0563208478966316,0.128340886844589
2008-03-18,1.91433914143561,0,0.962604620026025,125,12.5,23.2380995748376,5.80952489370941,5.80952489370941,23.2380995748376,0.20232913516678658,0.0548332972548326,0.124951137298469
2008-03-19,1.91433914143561,0,1.17376848389528,125,12.5,36.9496153211608,9.2374038302902,9.2374038302902,36.9496153211608,0.13096690624617538,0.0354933919666217,0.0808804123559952
2008-03-20,1.91433914143562,0,2.22731055442744,125,12.5,9.43780357018589,2.35945089254647,2.35945089254647,9.43780357018589,0.1661754704941461,0.0450352785947307,0.102623944951059
2008-03-21,1.91433914143562,0,0.960432319888864,125,12.5,25.8020695598335,6.45051738995837,6.45051738995837,25.8020695598335,0.14685993416978133,0.0398005676173062,0.0906953701105165
2008-03-22,1.91433914143561,0,0.962637599228417,125,12.5,25.1766330853303,6.29415827133257,6.29415827133257,25.1766330853303,0.2230367688460253,0.0604452810753627,0.137739420987064
2008-03-23,1.91433914143561,0,0.962637599228417,125,12.5,8.45606277056994,2.11401569264249,2.11401569264249,8.45606277056994,0.14101910920808414,0.0382176433831164,0.0870882884061259
2008-03-24,1.89772918084473,0,0.962637599228417,125,12.5,17.4851469114224,4.37128672785559,4.37128672785559,17.4851469114224,0.2007275940322693,0.054399262971918,0.12396208356667
2008-03-25,1.89772918084473,0,0.962621362089104,125,12.5,9.6980272712122,2.42450681780305,2.42450681780305,9.6980272712122,0.16467142924400024,0.0446276677932275,0.101695103612442
2008-03-26,1.89772918084473,0,2.91441978321078,125,12.5,29.2876852133464,7.3219213033366,7.3219213033366,29.2876852133464,0.18445320736028228,0.0499887351391889,0.113911612477455
2008-03-27,1.89772918084473,0,2.81101437352733,125,12.5,18.1149088787088,4.5287272196772,4.5287272196772,18.1149088787088,0.2294567231813474,0.0621851553853133,0.141704151993014
2008-03-28,1.89772918084473,0,2.5499933157197,125,12.5,14.1899719244577,3.54749298111442,3.54749298111442,14.1899719244577,0.13826654768496768,0.0374716706190612,0.0853884062190453
2008-03-29,1.89772918084473,0,0.958601194754335,125,12.5,21.9544002005215,5.48860005013037,5.48860005013037,21.9544002005215,0.16974045671355945,0.0460014268902658,0.104825551171546
2008-03-30,1.89772918084473,0,0.962464035564693,125,12.5,35.7092655033419,8.92731637583547,8.92731637583547,35.7092655033419,0.16584456595732777,0.0449456000280954,0.102419590307925
2008-03-31,1.89772918084473,0,1.25711367786881,125,12.5,9.33987899401489,2.33496974850372,2.33496974850372,9.33987899401489,0.1693887963012405,0.0459061232657752,0.104608378452324
2008-04-01,1.89772918084473,0,9.52483975720206,125,12.5,30.2353239260523,7.55883098151307,7.55883098151307,30.2353239260523,0.15954707436297758,0.0432389143929881,0.0985304878502239
2008-04-02,1.89772918084473,0,4.46156801195967,125,12.5,24.4076916481507,6.10192291203768,6.10192291203768,24.4076916481507,0.17259261632565068,0.0467743917709744,0.106586941526889
2008-04-03,17.5169680398226,0,1.88050585892107,125,12.5,1.6398464545247,0.409961613631174,0.409961613631174,1.6398464545247,0.01814456955292881,0.00491736681934899,0.0112054282224886
2008-04-04,1.91433914143561,0,3.28423634020636,125,12.5,21.5624103425064,5.39060258562661,5.39060258562661,21.5624103425064,0.15413992103395013,0.0417735196758675,0.0951912260209664
2008-04-05,1.91433914143562,0,5.77993734800519,125,12.5,9.65819573616401,2.414548934041,2.414548934041,9.65819573616401,0.135235328384202,0.0366501787028007,0.0835164350927933
2008-04-06,1.91433914143562,0,5.11910861700905,125,12.5,27.543814136534,6.88595353413349,6.88595353413349,27.543814136534,0.18253105430385172,0.0494678116951893,0.112724560448271
2008-04-07,1.91433914143561,0,4.93108633218018,125,12.5,21.3635639678204,5.34089099195509,5.34089099195509,21.3635639678204,0.16841712220697483,0.0456427894932972,0.104008307765214
2008-04-08,1.91433914143561,0,4.61353726175888,125,12.5,11.7719613757441,2.94299034393604,2.94299034393604,11.7719613757441,0.2215793466830771,0.06005030453073,0.136839369906263
2008-04-09,17.8600164226926,0,6.50864170801703,125,12.5,1.072665641974,0.268166410493501,0.268166410493501,1.072665641974,0.02331692316218563,0.00631912837351017,0.0143996862588002
2008-04-10,1.93102397478216,0,8.89207580913533,125,12.5,13.2188400150004,3.30471000375011,3.30471000375011,13.2188400150004,0.1800048988745997,0.0487831973342872,0.111164498455135
2008-04-11,1.93102397478216,0,5.50158398842439,125,12.5,13.0906999374209,3.27267498435523,3.27267498435523,13.0906999374209,0.22389590223421352,0.0606781151475159,0.138269990614897
2008-04-12,18.3119337048644,0,9.60189387054461,125,12.5,3.73505295818274,0.933763239545686,0.933763239545686,3.73505295818274,0.02337426326607921,0.00633466813726605,0.014435097427777
2008-04-13,18.726875069734,0,4.93672030976441,125,12.5,1.78497448956146,0.446243622390366,0.446243622390366,1.78497448956146,0.014130989254091297,0.00382964486867253,0.00872678656484961
2008-04-14,1.96473603237093,0,3.75446440293857,125,12.5,14.2214159566603,3.55535398916508,3.55535398916508,14.2214159566603,0.1841767537860167,0.0499138133489961,0.113740884774367
2008-04-15,1.96473603237093,0,4.92674023501079,125,12.5,18.9558132136061,4.73895330340152,4.73895330340152,18.9558132136061,0.1889852763497829,0.051216972910659,0.116710453949725
2008-04-16,18.0626078858711,0,7.71576763405791,125,12.5,1.32056590772278,0.330141476930695,0.330141476930695,1.32056590772278,0.01919243773253012,0.00520134998039296,0.0118525536138571
2008-04-17,1.98180002892083,0,10.7916801749449,125,12.5,11.5582055838018,2.88955139595044,2.88955139595044,11.5582055838018,0.206216048612026,0.0558866911724755,0.127351554100345
2008-04-18,1.98180002892083,0,13.3531433173336,125,12.5,18.6802910934269,4.67007277335673,4.67007277335673,18.6802910934269,0.10242823119205931,0.027759114591238,0.0632559614727165
2008-04-19,1.98180002892083,0,14.6610722972409,125,12.5,15.1238188901534,3.78095472253835,3.78095472253835,15.1238188901534,0.2151615827121489,0.058311023832282,0.132875991589939
2008-04-20,19.1097857588623,0,10.0680866901946,125,12.5,1.37606729488432,0.344016823721081,0.344016823721081,1.37606729488432,0.01845639312236012,0.00500187424562546,0.0113979991520524
2008-04-21,1.99896346428271,0,11.3069435407353,125,12.5,19.7455333432293,4.93638333580733,4.93638333580733,19.7455333432293,0.16282903582029556,0.0441283600381727,0.100557308240296
2008-04-22,1.99896346428271,0,13.1524065992253,125,12.5,30.9705082605518,7.74262706513795,7.74262706513795,30.9705082605518,0.17911182580269489,0.0485411652553102,0.110612968909313
2008-04-23,1.99896346428271,0,15.4337637488089,125,12.5,31.9893965484143,7.99734913710358,7.99734913710358,31.9893965484143,0.17304648444123208,0.0468973947446965,0.106867234017531
2008-04-24,1.99896346428271,0,13.963473240338,125,12.5,27.3492805669269,6.83732014173173,6.83732014173173,27.3492805669269,0.1718217065030166,0.0465654672014786,0.106110855574101
2008-04-25,1.99896346428271,0,11.3893793521582,125,12.5,29.0100857612528,7.25252144031321,7.25252144031321,29.0100857612528,0.14755151288054164,0.0399879926314594,0.0911224640452071
2008-04-26,1.99896346428271,0,8.84734679546407,125,12.5,21.6508030844869,5.41270077112173,5.41270077112173,21.6508030844869,0.176534535459276,0.0478426928015224,0.109021327847372
2008-04-27,1.99896346428271,0,8.85924073650453,125,12.5,10.6180955984237,2.65452389960593,2.65452389960593,10.6180955984237,0.22717038609270082,0.061565534285746,0.140292193111073
2008-04-28,1.99896346428271,0,6.6599412280038,125,12.5,18.5206494211806,4.63016235529514,4.63016235529514,18.5206494211806,0.1888150747190384,0.0511708465008159,0.116605343594194
2008-04-29,1.99896346428271,0,8.76678396402938,125,12.5,23.956928993981,5.98923224849526,5.98923224849526,23.956928993981,0.16145271782674042,0.0437553635658872,0.0997073441536244
2008-04-30,21.1760575168672,0,4.33007541897465,125,12.5,2.60923420316917,0.652308550792291,0.652308550792291,2.60923420316917,0.017287340181619374,0.00468504875554746,0.0106760344464392
2008-05-01,2.01614411013971,0,6.49390661344325,125,12.5,43.7278655743916,10.9319663935979,10.9319663935979,43.7278655743916,0.2027638553201652,0.0549511109319051,0.125219604701972
2008-05-02,2.01614411013971,0,8.62107392698733,125,12.5,9.93972433982832,2.48493108495708,2.48493108495708,9.93972433982832,0.16060741098726816,0.0435262766320548,0.0991853133009194
2008-05-03,2.01614411013971,0,6.27875523426356,125,12.5,19.2482077057213,4.81205192643034,4.81205192643034,19.2482077057213,0.1863542809260916,0.0505039458222742,0.115085646577586
2008-05-04,2.01614411013971,0,7.52677770706684,125,12.5,25.0886141016066,6.27215352540165,6.27215352540165,25.0886141016066,0.10381949173319859,0.0281361606491294,0.0641151535349498
2008-05-05,2.01614411013971,0,11.2690528051912,125,12.5,13.6934567344555,3.42336418361388,3.42336418361388,13.6934567344555,0.1417152602611426,0.0384063075495258,0.0875182060536232
2008-05-06,2.01614411013971,0,13.2876875807276,125,12.5,14.9637134195515,3.74092835488788,3.74092835488788,14.9637134195515,0.1934936416413057,0.0524387867337626,0.119494656877633
2008-05-07,2.01614411013971,0,11.9369315789855,125,12.5,9.87375733335746,2.46843933333936,2.46843933333936,9.87375733335746,0.17844779750576206,0.0483612066894746,0.110202889111207
2008-05-08,1.99896346428271,0,14.2984970872109,125,12.5,19.0659803036517,4.76649507591293,4.76649507591293,19.0659803036517,0.2159446693461863,0.0585232484441506,0.133359597499911
2008-05-09,1.99896346428271,0,10.8419882546111,125,12.5,21.0554332773905,5.26385831934763,5.26385831934763,21.0554332773905,0.13130573498390893,0.0355852180740149,0.0810896606982779
2008-05-10,1.99896346428271,0,10.4686403835775,125,12.5,29.0773703693294,7.26934259233235,7.26934259233235,29.0773703693294,0.16939288975766534,0.0459072326349859,0.104610906422581
2008-05-11,1.99896346428271,0,10.0206489866893,125,12.5,42.4079638337367,10.6019909584342,10.6019909584342,42.4079638337367,0.11160446117370304,0.0302459682312113,0.0689228683735617
2008-05-12,1.99896346428271,0,8.3322253728917,125,12.5,40.1519551691131,10.0379887922783,10.0379887922783,40.1519551691131,0.2536766308178355,0.0687490019308015,0.156661488720363
2008-05-13,1.98180002892083,0,10.3992319551053,125,12.5,19.2257041352636,4.80642603381591,4.80642603381591,19.2257041352636,0.14865032743204984,0.0402857827884781,0.091801052068518
2008-05-14,1.98180002892083,0,12.7144443931616,125,12.5,18.2100259113157,4.55250647782891,4.55250647782891,18.2100259113157,0.16661863121334,0.0451553797528126,0.102897624941949
2008-05-15,1.98180002892083,0,12.1817975416969,125,12.5,14.6046729448419,3.65116823621048,3.65116823621048,14.6046729448419,0.19822728882264812,0.0537216542890464,0.122417985731834
2008-05-16,1.98180002892083,0,12.0281507409939,125,12.5,18.415998223836,4.603999555959,4.603999555959,18.415998223836,0.12789354408235457,0.0346604788967289,0.078982415325647
2008-05-17,1.98180002892083,0,12.2518877644589,125,12.5,25.7588593506955,6.43971483767388,6.43971483767388,25.7588593506955,0.2365114642691756,0.064097063498823,0.146060904279548
2008-05-18,1.98180002892083,0,12.5907863902768,125,12.5,17.4470982197465,4.36177455493662,4.36177455493662,17.4470982197465,0.2130601598031278,0.0577415163961262,0.131578229000232
2008-05-19,1.98180002892083,0,8.91387049763993,125,12.5,19.4561301583488,4.86403253958719,4.86403253958719,19.4561301583488,0.1939671229591754,0.0525671050890306,0.119787061770822
2008-05-20,1.98180002892083,0,9.56975095127328,125,12.5,24.681085101947,6.17027127548675,6.17027127548675,24.681085101947,0.1824215139705836,0.0494381251270608,0.112656912310445
2008-05-21,1.98180002892083,0,11.4461241057129,125,12.5,10.2132096340351,2.55330240850877,2.55330240850877,10.2132096340351,0.13090063113292594,0.0354754307225209,0.0808394832492289
2008-05-22,1.98180002892083,0,8.99085925005089,125,12.5,14.5806433681277,3.64516084203193,3.64516084203193,14.5806433681277,0.2013634695912952,0.0545715918533539,0.124354777254681
2008-05-23,1.98180002892083,0,10.2449758751306,125,12.5,26.4643284868631,6.61608212171578,6.61608212171578,26.4643284868631,0.1826910370924704,0.0495111686926715,0.112823360017447
2008-05-24,1.98180002892083,0,11.2147774207785,125,12.5,29.2999552574857,7.32498881437143,7.32498881437143,29.2999552574857,0.2076589448187194,0.0562777310320796,0.128242634477283
2008-05-25,1.98180002892083,0,12.6326328087845,125,12.5,14.3587222143331,3.58968055358327,3.58968055358327,14.3587222143331,0.16217382317235426,0.0439507906047834,0.100152672667346
2008-05-26,1.98180002892084,0,15.8221589175202,125,12.5,7.94315089457695,1.98578772364424,1.98578772364424,7.94315089457695,0.15793870459715015,0.0428030294800585,0.0975372170033389
2008-05-27,1.98180002892083,0,18.1195050665044,125,12.5,35.1352101277808,8.78380253194521,8.78380253194521,35.1352101277808,0.20673469148014958,0.0560272487769621,0.127671849129384
2008-05-28,1.98180002892083,0,9.77777536442628,125,12.5,10.9854853038725,2.74637132596813,2.74637132596813,10.9854853038725,0.11600574779461464,0.0314387626223364,0.0716409433972405
2008-05-29,1.98180002892083,0,10.8788646396533,125,12.5,13.269731885275,3.31743297131874,3.31743297131874,13.269731885275,0.16592775421693734,0.0449681449105393,0.102470964360602
2008-05-30,1.98180002892083,0,13.9315724168778,125,12.5,16.3678860453184,4.09197151132959,4.09197151132959,16.3678860453184,0.16946138739392674,0.0459257962059085,0.104653208078969
2008-05-31,1.98180002892083,0,17.0097425031039,125,12.5,25.0555873959124,6.26389684897811,6.26389684897811,25.0555873959124,0.18235397061565262,0.049419820176291,0.112615199983604
2008-06-01,1.96473603237093,0,16.1566258254107,125,12.5,10.0367983821446,2.50919959553615,2.50919959553615,10.0367983821446,0.08403755747407371,0.0227750509868358,0.0518985482417792
2008-06-02,1.96473603237093,0,14.4776003242089,125,12.5,22.9968390656032,5.7492097664008,5.7492097664008,22.9968390656032,0.13530856417997125,0.0366700263641659,0.0835616628646847
2008-06-03,1.96473603237093,0,16.7694845332839,125,12.5,17.2700863266992,4.31752158167479,4.31752158167479,17.2700863266992,0.16929197281734398,0.0458798830959186,0.10454858377955
